Gene	TUSON_p_value_TSG	TUSON_q_value_TSG	TSG_Probability_LASSO	Chromosome	TSG_Score	TSG_Rank	TUSON_p_value_OG	TUSON_q_value_OG	OG_Probability_LASSO	Chromosome	OG_Score	OG_Rank
HOXB6	0.096338811	0.974856983	0.531565454	17	0.011059093	1504	0.962642838	0.996579628	0.399378431	17	0.001487995	15344
CYB5R4	0.092572813	0.974856983	0.530964949	6	0.011059093	1505	0.59283989	0.996579628	0.183793887	6	0.001487995	17826
DUSP8	0.099568033	0.974856983	0.530570653	11	0.011059093	1506	0.975656637	0.996579628	0.235460611	11	0.001487995	17320
FZR1	0.079409026	0.974856983	0.530253082	19	0.011059093	1507	0.978019634	0.996579628	0.127159893	19	0.001487995	18179
BCAP29	0.110752216	0.974856983	0.52796867	7	0.011059093	1508	0.488173175	0.947340727	0.537225436	7	0.023493792	9387
ZNF501	0.10617634	0.974856983	0.52759368	3	0.011059093	1509	0.535282552	0.973283635	0.137110762	3	0.011760579	9981
THAP9	0.199364408	0.974856983	0.527526471	4	0.011059093	1510	0.56274835	0.996579628	0.161979085	4	0.001487995	17993
GTF2E2	0.097311519	0.974856983	0.527136671	8	0.011059093	1511	0.984848254	0.996579628	0.17355976	8	0.001487995	17906
DGUOK	0.236677535	0.974856983	0.527111635	2	0.011059093	1512	0.993874045	0.996579628	0.165293203	2	0.001487995	17972
C9orf85	0.098208591	0.974856983	0.526511992	9	0.011059093	1513	0.077690715	0.632396509	0.155594575	9	0.199010536	2159
MLH3	0.220988888	0.974856983	0.526186643	14	0.011059093	1514	0.611926469	0.996579628	0.215440061	14	0.001487995	17499
ANKRD2	0.096835908	0.974856983	0.524692332	10	0.011059093	1515	0.983446295	0.996579628	0.124743646	10	0.001487995	18194
PEX13	0.086810785	0.974856983	0.52278167	2	0.011059093	1516	0.975462898	0.996579628	0.224852638	2	0.001487995	17420
PCGF3	0.107667525	0.974856983	0.522491989	4	0.011059093	1517	0.173930045	0.756891692	0.356666168	4	0.120966262	4106
EVI2A	0.083403464	0.974856983	0.522336236	17	0.011059093	1518	0.907792102	0.996579628	0.187025213	17	0.001487995	17791
NEU2	0.092082978	0.974856983	0.521988281	2	0.011059093	1519	0.438408083	0.918979303	0.199272036	2	0.03669427	8639
KRTAP5-2	0.101068283	0.974856983	0.520540881	11	0.011059093	1520	0.456215672	0.924658479	0.140314454	11	0.034018644	8935
TMPRSS11A	0.108923345	0.974856983	0.518841701	4	0.011059093	1521	0.097249254	0.661507806	0.272385892	4	0.179465027	2602
RFX5	0.088689583	0.974856983	0.517751166	1	0.011059093	1522	0.990502469	0.996579628	0.471873801	1	0.001487995	14064
PPP4R2	0.107441963	0.974856983	0.517565825	3	0.011059093	1523	0.16271484	0.74181056	0.13471071	3	0.129706989	3912
CGB7	0.188835341	0.974856983	0.517519567	19	0.011059093	1524	0.236143837	0.800713902	0.180223049	19	0.096522631	5321
SPATA5L1	0.176688413	0.974856983	0.516171361	15	0.011059093	1525	0.986246156	0.996579628	0.125134475	15	0.001487995	18192
PRKAB1	0.145617862	0.974856983	0.515452934	12	0.011059093	1526	0.172755872	0.755538969	0.410858343	12	0.121743131	4081
WFDC10A	0.191982783	0.974856983	0.514673481	20	0.011059093	1527	0.989557698	0.996579628	0.463349858	20	0.001487995	14236
PROK1	0.131580695	0.974856983	0.513637115	1	0.011059093	1528	0.981666054	0.996579628	0.303134469	1	0.001487995	16595
ARHGAP11B	0.128484442	0.974856983	0.512669888	15	0.011059093	1529	0.975296828	0.996579628	0.140301342	15	0.001487995	18125
BACH1	0.118167863	0.974856983	0.511739847	21	0.011059093	1530	0.058137887	0.592125186	0.54693975	21	0.227586466	1715
INTU	0.107450781	0.974856983	0.507451256	4	0.011059093	1531	0.270103079	0.824920127	0.153122743	4	0.0835881	5892
TPST1	0.138693897	0.974856983	0.50714374	7	0.011059093	1532	0.969865061	0.996579628	0.257705267	7	0.001487995	17095
ZNF629	0.100424392	0.974856983	0.506390896	16	0.011059093	1533	0.979733166	0.996579628	0.303375689	16	0.001487995	16594
FLT3LG	0.106446819	0.974856983	0.506381782	19	0.011059093	1534	0.971772317	0.996579628	0.349412388	19	0.001487995	16035
SLC6A17	0.113106623	0.974856983	0.504571778	1	0.011059093	1535	0.640376591	0.996579628	0.280093556	1	0.001487995	16849
CDK2	0.089608075	0.974856983	0.502776471	12	0.011059093	1536	0.373576071	0.889600641	0.431359303	12	0.050804913	7581
KRT5	0.128906439	0.974856983	0.501952896	12	0.011059093	1537	0.337262174	0.86337043	0.275198814	12	0.06380283	7062
C12orf68	0.166469327	0.974856983	0.499046147	12	0.011059093	1538	0.991716185	0.996579628	0.160815372	12	0.001487995	18000
POLL	0.097883168	0.974856983	0.496845972	10	0.011059093	1539	0.250371779	0.806839258	0.119156445	10	0.093212979	5587
SMC6	0.137720529	0.974856983	0.495648145	2	0.011059093	1540	0.209080989	0.782228217	0.320715828	2	0.106666522	4794
NUP54	0.245516812	0.974856983	0.493516527	4	0.011059093	1541	0.553470882	0.989877691	0.21376032	4	0.004418463	10148
AMN	0.084813605	0.974856983	0.492802059	14	0.011059093	1542	0.978468288	0.996579628	0.262699616	14	0.001487995	17042
CNN2	0.119849541	0.974856983	0.492763247	19	0.011059093	1543	0.992196717	0.996579628	0.159839289	19	0.001487995	18010
CCDC47	0.083275593	0.974856983	0.491032693	17	0.011059093	1544	0.166918165	0.747058566	0.530571593	17	0.12664535	3979
SCAP	0.126543355	0.974856983	0.490799307	3	0.011059093	1545	0.601879657	0.996579628	0.147726537	3	0.001487995	18081
SDR39U1	0.195095627	0.974856983	0.485700289	14	0.011059093	1546	0.768915982	0.996579628	0.254594983	14	0.001487995	17136
ADAMTSL5	0.081746472	0.974856983	0.485535902	19	0.011059093	1547	0.161904556	0.74181056	0.150027701	19	0.129706989	3911
HIST1H2AD	0.089591142	0.974856983	0.485509363	6	0.011059093	1548	0.978468288	0.996579628	0.337136602	6	0.001487995	16163
HSD17B6	0.10748142	0.974856983	0.484077597	12	0.011059093	1549	0.09211632	0.654484878	0.525925082	12	0.184100383	2485
CEP19	0.082667383	0.974856983	0.483832051	3	0.011059093	1550	0.162040412	0.74181056	0.637674589	3	0.129706989	3797
KCTD5	0.184124853	0.974856983	0.483024078	16	0.011059093	1551	0.989163961	0.996579628	0.252224111	16	0.001487995	17153
TMEM237	0.172480692	0.974856983	0.483007432	2	0.011059093	1552	0.981666054	0.996579628	0.179713395	2	0.001487995	17867
WDTC1	0.116345749	0.974856983	0.482405834	1	0.011059093	1553	0.127067664	0.70679257	0.161126162	1	0.150708025	3192
SNRK	0.133077246	0.974856983	0.481340435	3	0.011059093	1554	0.995532564	0.996579628	0.202704212	3	0.001487995	17618
ZMYND12	0.11512872	0.974856983	0.480599002	1	0.011059093	1555	0.987188067	0.996579628	0.301534086	1	0.001487995	16622
REV3L	0.141406658	0.974856983	0.478371688	6	0.011059093	1556	0.308255634	0.850718883	0.226816324	6	0.070213927	6529
SLC4A1AP	0.126013973	0.974856983	0.476719857	2	0.011059093	1557	0.241653577	0.802222535	0.389747401	2	0.095705143	5416
SLITRK6	0.135495106	0.974856983	0.475898658	13	0.011059093	1558	0.119172671	0.695179549	0.412529296	13	0.157903013	3043
SPR	0.163603382	0.974856983	0.475155106	2	0.011059093	1559	0.991716185	0.996579628	0.2235499	2	0.001487995	17434
METTL23	0.085719914	0.974856983	0.474117509	17	0.011059093	1560	0.447100643	0.924658479	0.301228458	17	0.034018644	8875
CCDC104	0.080594297	0.974856983	0.473176018	2	0.011059093	1561	0.023611919	0.454687667	0.28957102	2	0.342286825	883
BRD8	0.097881981	0.974856983	0.472000692	5	0.011059093	1562	0.284519873	0.832390399	0.322946022	5	0.079672938	6171
C4orf21	0.201663263	0.974856983	0.47107984	4	0.011059093	1563	0.570323779	0.996579628	0.171694272	4	0.001487995	17921
TADA3	0.104612599	0.974856983	0.470727906	3	0.011059093	1564	0.155425819	0.739852425	0.202991392	3	0.130854898	3745
DAD1	0.092597431	0.974856983	0.470648155	14	0.011059093	1565	0.975295529	0.996579628	0.280337747	14	0.001487995	16847
TLE6	0.086934625	0.974856983	0.470227752	19	0.011059093	1566	0.983996757	0.996579628	0.156543463	19	0.001487995	18029
RBX1	0.085165939	0.974856983	0.469918298	22	0.011059093	1567	0.044781042	0.551097831	0.17118638	22	0.258771298	1417
PRAMEF14	0.102780375	0.974856983	0.467748357	1	0.011059093	1568	0.956280207	0.996579628	0.206169744	1	0.001487995	17586
MOSPD1	0.092288602	0.974856983	0.46762613	X	0.011059093	1569	0.932897087	0.996579628	0.266488813	X	0.001487995	16997
EPS8L1	0.132570147	0.974856983	0.466433738	19	0.011059093	1570	0.978019634	0.996579628	0.224786852	19	0.001487995	17421
SLA2	0.169322687	0.974856983	0.466407231	20	0.011059093	1571	0.993874045	0.996579628	0.442522237	20	0.001487995	14655
G6PC3	0.137184707	0.974856983	0.465398963	17	0.011059093	1572	0.975462898	0.996579628	0.233184921	17	0.001487995	17338
TLE2	0.150239533	0.974856983	0.464820597	19	0.011059093	1573	0.991426869	0.996579628	0.168408213	19	0.001487995	17950
ACPT	0.10126733	0.974856983	0.463906229	19	0.011059093	1574	0.981633189	0.996579628	0.19733666	19	0.001487995	17667
C14orf39	0.080910065	0.974856983	0.462957016	14	0.011059093	1575	0.134245239	0.713216991	0.216973431	14	0.146778319	3339
ATF5	0.092978909	0.974856983	0.461427055	19	0.011059093	1576	0.924926513	0.996579628	0.171718977	19	0.001487995	17920
NME4	0.100513033	0.974856983	0.460980626	16	0.011059093	1577	0.970330307	0.996579628	0.264593561	16	0.001487995	17021
ARMC6	0.111344295	0.974856983	0.459688305	19	0.011059093	1578	0.989973747	0.996579628	0.283543432	19	0.001487995	16817
SEC24D	0.083708381	0.974856983	0.458538022	4	0.011059093	1579	0.239037812	0.801151186	0.183515479	4	0.09628552	5362
VPS52	0.080043565	0.974856983	0.458487451	6	0.011059093	1580	0.155179866	0.739852425	0.389518653	6	0.130854898	3740
CKAP2	0.172448838	0.974856983	0.456154357	13	0.011059093	1581	0.731533917	0.996579628	0.186754976	13	0.001487995	17796
NEO1	0.091986252	0.974856983	0.455700357	15	0.011059093	1582	0.174075604	0.756891692	0.280845968	15	0.120966262	4107
PAFAH1B1	0.126918232	0.974856983	0.45480067	17	0.011059093	1583	0.978173357	0.996579628	0.278630537	17	0.001487995	16865
ATAD2B	0.112171388	0.974856983	0.454365634	2	0.011059093	1584	0.408826842	0.91073066	0.203569965	2	0.040610043	8119
PELI3	0.087364293	0.974856983	0.453892897	11	0.011059093	1585	0.240788858	0.802157137	0.607541532	11	0.095740548	5384
TRIM15	0.185302243	0.974856983	0.453333359	6	0.011059093	1586	0.991729348	0.996579628	0.310385574	6	0.001487995	16499
SLC26A1	0.200216492	0.974856983	0.453011733	4	0.011059093	1587	0.990921334	0.996579628	0.205413481	4	0.001487995	17596
AKAP9	0.079526512	0.974856983	0.452312014	7	0.011059093	1588	0.583070278	0.996579628	0.455196274	7	0.001487995	14404
ZNF268	0.190248374	0.974856983	0.451935251	12	0.011059093	1589	0.242167917	0.802222535	0.423628234	12	0.095705143	5413
PNP	0.167764559	0.974856983	0.451865015	14	0.011059093	1590	0.981666054	0.996579628	0.230501166	14	0.001487995	17372
SHISA4	0.113115315	0.974856983	0.451527355	1	0.011059093	1591	0.983794776	0.996579628	0.420929667	1	0.001487995	15040
DHRS9	0.162302801	0.974856983	0.451423342	2	0.011059093	1592	0.989390355	0.996579628	0.235000316	2	0.001487995	17324
ITFG3	0.115356101	0.974856983	0.450429786	16	0.011059093	1593	0.315519627	0.856989076	0.284179453	16	0.067024714	6773
CLCN3	0.19366844	0.974856983	0.448158072	4	0.011059093	1594	0.618299483	0.996579628	0.172647772	4	0.001487995	17912
SUMF1	0.125807291	0.974856983	0.447316163	3	0.011059093	1595	0.982548553	0.996579628	0.20867875	3	0.001487995	17556
CAPG	0.084727422	0.974856983	0.44684095	2	0.011059093	1596	0.936719686	0.996579628	0.17315231	2	0.001487995	17907
IL11	0.166195191	0.974856983	0.446725862	19	0.011059093	1597	0.548865785	0.987313559	0.231887379	19	0.005544899	10085
OAZ3	0.149135496	0.974856983	0.446559461	1	0.011059093	1598	0.991716185	0.996579628	0.509929414	1	0.001487995	13156
LRR1	0.143174418	0.974856983	0.446486523	14	0.011059093	1599	0.968525393	0.996579628	0.272183073	14	0.001487995	16938
NOTUM	0.080833778	0.974856983	0.44158916	17	0.011059093	1600	0.962148761	0.996579628	0.361430684	17	0.001487995	15863
COL17A1	0.094508253	0.974856983	0.441074086	10	0.011059093	1601	0.334422405	0.86337043	0.17733768	10	0.06380283	7081
VPS13C	0.087732171	0.974856983	0.440830858	15	0.011059093	1602	0.406951738	0.908355713	0.23294847	15	0.041744048	8106
ZFAND1	0.091611207	0.974856983	0.440075839	8	0.011059093	1603	0.466901361	0.931447125	0.582286228	8	0.030841793	9078
SHISA5	0.205805133	0.974856983	0.439114231	3	0.011059093	1604	0.991716185	0.996579628	0.162074687	3	0.001487995	17991
CAB39L	0.111113022	0.974856983	0.438371043	13	0.011059093	1605	0.122262656	0.700745967	0.419998288	13	0.154439393	3101
WDR45	0.165984715	0.974856983	0.438152233	X	0.011059093	1606	0.60055836	0.996579628	0.269293171	X	0.001487995	16970
EDC4	0.143653603	0.974856983	0.437938349	16	0.011059093	1607	0.508638057	0.955147308	0.30054384	16	0.019929644	9663
ZFP62	0.087166866	0.974856983	0.436842562	5	0.011059093	1608	0.989163961	0.996579628	0.37832588	5	0.001487995	15657
RNF122	0.147685825	0.974856983	0.436683033	8	0.011059093	1609	0.250604099	0.806839258	0.428624616	8	0.093212979	5576
PSME1	0.207089749	0.974856983	0.435285514	14	0.011059093	1610	0.991716185	0.996579628	0.25565041	14	0.001487995	17125
BMP8A	0.17004195	0.974856983	0.434615103	1	0.011059093	1611	0.983794776	0.996579628	0.417679898	1	0.001487995	15090
CYP4V2	0.093865088	0.974856983	0.432788863	4	0.011059093	1612	0.045324324	0.552671707	0.174298749	4	0.257532768	1425
RMND1	0.122844473	0.974856983	0.431682357	6	0.011059093	1613	0.986002936	0.996579628	0.199561474	6	0.001487995	17653
MUC19	0.356322902	0.974856983	0.431536555	12	0.011059093	1614	0.288915091	0.832544672	0.192630401	12	0.079592454	6256
NKTR	0.088369467	0.974856983	0.430871622	3	0.011059093	1615	0.242558738	0.802265437	0.206819116	3	0.095681918	5429
RTKN	0.119139794	0.974856983	0.430264277	2	0.011059093	1616	0.162989076	0.741856851	0.182304342	2	0.129679888	3920
ATF6	0.140696059	0.974856983	0.427726258	1	0.011059093	1617	0.318663096	0.856989076	0.451849419	1	0.067024714	6723
CXorf21	0.167069408	0.974856983	0.426100463	X	0.011059093	1618	0.280793703	0.831515852	0.202708394	X	0.080129467	6080
EMC10	0.099389101	0.974856983	0.425647545	19	0.011059093	1619	0.932007498	0.996579628	0.216573184	19	0.001487995	17493
PSD	0.123292001	0.974856983	0.422721545	10	0.011059093	1620	0.718329765	0.996579628	0.217653126	10	0.001487995	17475
NAGLU	0.169028639	0.974856983	0.418824781	17	0.011059093	1621	0.989973747	0.996579628	0.239163808	17	0.001487995	17287
ESCO1	0.089445937	0.974856983	0.418311356	18	0.011059093	1622	0.187988751	0.768493807	0.520477026	18	0.114359628	4410
ZNF106	0.236249408	0.974856983	0.415448197	15	0.011059093	1623	0.728975618	0.996579628	0.196755921	15	0.001487995	17678
AIM2	0.109491684	0.974856983	0.412792795	1	0.011059093	1624	0.974070633	0.996579628	0.623342044	1	0.001487995	10916
TSLP	0.244257056	0.974856983	0.412065525	5	0.011059093	1625	0.995260621	0.996579628	0.306207102	5	0.001487995	16550
KRT38	0.136883034	0.974856983	0.411289601	17	0.011059093	1626	0.649872533	0.996579628	0.529034676	17	0.001487995	12697
WFIKKN1	0.101826494	0.974856983	0.410840816	16	0.011059093	1627	0.975656637	0.996579628	0.288976923	16	0.001487995	16757
RNF186	0.16651553	0.974856983	0.408007549	1	0.011059093	1628	0.991716185	0.996579628	0.189885749	1	0.001487995	17761
ZDHHC6	0.128213854	0.974856983	0.406639225	10	0.011059093	1629	0.046996192	0.5562285	0.231052727	10	0.254746763	1472
JPH4	0.124714076	0.974856983	0.40456652	14	0.011059093	1630	0.516307529	0.960664243	0.431086666	14	0.017428374	9753
CNKSR1	0.1613536	0.974856983	0.404178357	1	0.011059093	1631	0.670226065	0.996579628	0.190253938	1	0.001487995	17757
DMRT1	0.105387042	0.974856983	0.403058092	9	0.011059093	1632	0.978173357	0.996579628	0.331366185	9	0.001487995	16245
DDX50	0.139683654	0.974856983	0.402794023	10	0.011059093	1633	0.543921627	0.983181175	0.256551098	10	0.007366445	10040
SLC12A6	0.078942778	0.974856983	0.402566221	15	0.011059093	1634	0.176743237	0.761214416	0.205897792	15	0.118492996	4145
UBE2V1	0.08748462	0.974856983	0.401611415	20	0.011059093	1635	0.434501458	0.915000308	0.513342155	20	0.03857876	8544
JUNB	0.111129283	0.974856983	0.401289932	19	0.011059093	1636	0.99402612	0.996579628	0.324903934	19	0.001487995	16315
KLHDC1	0.167422937	0.974856983	0.401230488	14	0.011059093	1637	0.99402612	0.996579628	0.315842222	14	0.001487995	16422
KATNAL2	0.130319343	0.974856983	0.400877563	18	0.011059093	1638	0.328409325	0.860841677	0.265541984	18	0.065076715	6876
RMND5B	0.115967192	0.974856983	0.400745989	5	0.011059093	1639	0.988741749	0.996579628	0.597653355	5	0.001487995	11233
RSPO3	0.163454261	0.974856983	0.397980882	6	0.011059093	1640	0.993939116	0.996579628	0.204067224	6	0.001487995	17609
MKLN1	0.111082194	0.974856983	0.396437914	7	0.011059093	1641	0.204330457	0.779711666	0.652037265	7	0.108065968	4692
PRRT2	0.235583429	0.974856983	0.396394605	16	0.011059093	1642	0.993867153	0.996579628	0.350259442	16	0.001487995	16025
POLE4	0.452978686	0.974856983	0.393610572	2	0.011059093	1643	0.5	0.947340727	0.198967734	2	0.023493792	9571
TMEM19	0.113039754	0.974856983	0.390226402	12	0.011059093	1644	0.975656637	0.996579628	0.383458876	12	0.001487995	15584
FBXO46	0.103643302	0.974856983	0.390095344	19	0.011059093	1645	0.991716185	0.996579628	0.353448948	19	0.001487995	15968
FAM21B	0.147331592	0.974856983	0.386621539	10	0.011059093	1646	0.985123649	0.996579628	0.200919612	10	0.001487995	17634
FAM160B2	0.121012318	0.974856983	0.38603428	8	0.011059093	1647	0.147591333	0.730424172	0.37385182	8	0.136424863	3596
GSC	0.242633141	0.974856983	0.385289539	14	0.011059093	1648	0.995981193	0.996579628	0.246193598	14	0.001487995	17205
KLHL13	0.126120994	0.974856983	0.385213874	X	0.011059093	1649	0.215094905	0.783797169	0.443062368	X	0.105796309	4935
VPS35	0.139141207	0.974856983	0.382793926	16	0.011059093	1650	0.979733166	0.996579628	0.247386902	16	0.001487995	17193
MUC6	0.192565116	0.974856983	0.382258298	11	0.011059093	1651	0.83790901	0.996579628	0.208761519	11	0.001487995	17555
ATXN7L3	0.097074774	0.974856983	0.381741374	17	0.011059093	1652	0.950640004	0.996579628	0.263298062	17	0.001487995	17037
TRIM64C	0.304792571	0.974856983	0.380079254	11	0.011059093	1653	0.205170989	0.780413937	0.278503222	11	0.107674983	4713
AGPAT2	0.082701747	0.974856983	0.379886965	9	0.011059093	1654	0.983446295	0.996579628	0.253883406	9	0.001487995	17144
OXER1	0.158858436	0.974856983	0.379393214	2	0.011059093	1655	0.988741749	0.996579628	0.239789446	2	0.001487995	17284
MFSD5	0.110631743	0.974856983	0.378058094	12	0.011059093	1656	0.418882893	0.912342592	0.433620244	12	0.03984205	8344
RAB31	0.13276736	0.974856983	0.377818004	18	0.011059093	1657	0.989571235	0.996579628	0.304751932	18	0.001487995	16574
CABLES1	0.098762187	0.974856983	0.377740028	18	0.011059093	1658	0.956305452	0.996579628	0.333576834	18	0.001487995	16217
JAK2	0.149272789	0.974856983	0.375676076	9	0.011059093	1659	0.272316369	0.827366962	0.548677029	9	0.082301825	5924
TMEM105	0.175666183	0.974856983	0.373486291	17	0.011059093	1660	0.994467778	0.996579628	0.442363071	17	0.001487995	14659
OSBPL11	0.149813918	0.974856983	0.373343058	3	0.011059093	1661	0.479001404	0.940841423	0.351421596	3	0.02648357	9227
PID1	0.091365786	0.974856983	0.372440975	2	0.011059093	1662	0.450329068	0.924658479	0.313129604	2	0.034018644	8868
COPS2	0.096203093	0.974856983	0.371465971	15	0.011059093	1663	0.36454197	0.885244433	0.208863107	15	0.052936796	7438
UNK	0.11715656	0.974856983	0.371435796	17	0.011059093	1664	0.981383169	0.996579628	0.399542636	17	0.001487995	15341
SLC20A1	0.097807965	0.974856983	0.371371749	2	0.011059093	1665	0.339230923	0.86337043	0.217273298	2	0.06380283	7074
SELK	0.476597938	0.974856983	0.371361089	3	0.011059093	1666	0.456215672	0.924658479	0.212650439	3	0.034018644	8918
DRD4	0.102692638	0.974856983	0.370326609	11	0.011059093	1667	0.949979573	0.996579628	0.20232915	11	0.001487995	17621
PSMD1	0.200534591	0.974856983	0.370094531	2	0.011059093	1668	0.271132998	0.826316409	0.265238122	2	0.082853623	5903
MCF2	0.13305885	0.974856983	0.3697037	X	0.011059093	1669	0.29354196	0.836274755	0.36061299	X	0.077651013	6323
TLX1NB	0.172303356	0.974856983	0.369564249	10	0.011059093	1670	0.989557698	0.996579628	0.207490164	10	0.001487995	17568
